Ref,Sex,AgeGroup,programme_code,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU6396,0,0,2,2,2,2,0,2,3,3,3,2,0
STU6401,0,0,45,3,3,2,3,3,3,4,4,3,1
STU6402,0,0,33,3,2,3,3,3,3,4,4,4,1
STU6409,0,0,19,2,2,2,1,2,3,3,3,2,0
STU6429,0,0,17,3,2,2,2,2,3,3,3,4,1
STU6433,0,0,2,4,4,4,4,4,4,4,4,4,1
STU6434,0,0,17,3,3,3,2,3,4,3,4,3,1
STU6446,0,0,14,4,3,3,4,4,3,4,4,4,1
STU6439,0,0,17,3,3,2,3,3,3,3,4,3,1
STU6459,1,0,1,3,2,2,3,3,3,3,3,3,1
STU6437,0,0,44,2,2,0,0,2,2,3,2,3,0
STU6464,0,0,17,3,3,3,3,3,3,3,3,3,1
STU6470,0,0,19,3,3,3,2,3,3,3,3,3,1
STU6479,0,0,98,3,3,2,3,3,3,4,2,3,1
STU6489,0,0,14,3,3,3,3,3,3,3,4,4,1
STU6497,0,0,44,2,2,2,2,2,1,4,2,2,0
STU6467,0,0,4,3,2,2,2,3,3,4,3,3,1
STU6468,0,0,45,2,0,2,2,0,1,5,0,0,0
STU6508,0,0,14,4,4,3,4,4,3,4,4,3,1
STU6512,0,0,17,3,3,3,3,3,3,3,2,3,1
STU6526,0,0,98,3,3,2,2,2,3,3,2,3,1
STU6487,1,0,18,3,2,2,3,3,3,3,2,3,1
STU6531,0,0,18,3,2,2,3,3,3,4,4,0,1
STU6540,0,0,33,4,2,3,3,3,4,4,4,4,1
STU6563,0,0,41,3,4,3,3,3,3,4,3,3,1
STU6576,0,0,1,3,3,3,3,3,3,3,3,3,1
STU6536,0,0,5,3,3,3,2,2,2,4,3,3,1
STU6560,0,0,41,3,3,3,3,3,4,4,3,4,1
STU6584,0,0,16,3,3,2,2,2,2,3,3,2,1
STU6587,0,0,33,3,1,2,3,3,3,3,3,4,1
STU6588,1,0,89,4,4,4,4,4,4,3,4,4,1
STU6598,1,0,87,3,2,2,2,3,3,4,2,2,1
STU6599,1,0,2,4,3,4,3,3,4,3,4,4,1
STU6600,0,0,14,4,3,4,4,4,3,4,4,4,1
STU6601,1,0,17,3,3,2,2,2,3,3,3,3,1
STU6612,0,0,89,4,4,3,3,3,4,4,4,4,1
STU6620,1,0,17,3,3,2,3,3,3,3,3,3,1
STU6637,0,0,1,2,2,2,0,2,2,2,2,2,0
STU6638,0,0,19,2,2,0,2,2,2,3,3,3,0
STU6595,1,0,44,2,2,2,0,0,2,3,2,3,0
STU6642,0,0,14,3,3,3,4,3,3,4,3,3,1
STU6644,0,0,2,3,3,3,2,2,3,3,4,3,1
STU6647,1,0,9,2,2,0,2,3,2,3,1,1,0
STU6649,0,0,17,3,2,2,2,2,3,3,3,3,1
STU6665,0,0,17,3,3,3,2,3,3,3,3,3,1
STU6671,0,0,19,3,3,2,3,2,3,3,3,3,1
STU6684,0,0,15,2,2,3,2,2,2,3,2,2,0
STU6669,0,0,41,4,4,4,4,3,3,5,4,4,1
STU6689,0,0,5,3,3,3,3,3,2,3,3,3,1
STU6691,0,0,96,3,2,2,3,2,2,3,3,3,1
STU6692,1,0,98,3,4,2,3,2,3,4,3,3,1
STU6700,0,0,17,3,2,2,0,1,2,3,4,3,1
STU6701,1,0,2,3,2,4,2,3,3,3,3,3,1
STU6712,0,0,44,3,2,2,2,2,2,4,2,3,1
STU6709,0,0,41,4,4,4,4,4,3,5,4,4,1
STU6720,1,0,2,2,2,2,2,3,3,3,1,0,0
STU6724,0,0,92,3,2,3,3,3,3,3,3,3,1
STU6731,0,0,33,4,2,3,3,3,4,4,5,5,1
STU6722,1,0,77,3,3,2,0,3,2,2,3,4,1
STU6975,0,0,17,3,2,2,2,3,3,3,4,3,1
STU7007,0,0,14,4,3,3,3,4,3,4,4,3,1
STU7056,1,0,30,2,2,2,2,2,3,3,2,3,0
STU7113,0,0,41,4,3,3,4,3,3,4,3,4,1
STU7141,0,0,14,4,4,3,3,4,3,4,4,3,1
STU7236,0,0,17,3,3,3,3,2,3,3,4,4,1
STU7246,1,0,5,3,2,2,2,2,4,4,4,4,1
STU7310,0,0,89,4,4,3,3,3,4,4,3,4,1
STU7272,1,0,5,3,4,4,2,3,3,3,3,4,1
STU7292,1,0,41,4,4,4,4,4,4,4,4,4,1
STU7450,0,0,17,2,2,2,2,2,2,3,3,3,1
STU7262,0,0,96,3,3,3,3,3,3,4,3,3,1
STU7408,0,0,98,3,4,4,3,3,3,3,3,3,1
STU7615,0,0,19,3,2,2,3,3,3,4,3,3,1
STU7648,0,0,17,3,3,2,2,3,3,3,3,3,1
STU7686,0,0,5,3,2,2,0,3,4,3,3,4,0
STU7409,0,1,45,3,3,2,3,3,3,3,2,3,1
STU7410,1,1,1,3,2,2,3,3,3,3,3,3,1
STU7134,0,1,1,3,2,2,3,3,3,3,3,3,1
STU7135,0,1,15,3,2,3,3,3,3,3,3,4,1
STU7136,1,1,78,3,3,3,2,3,3,4,3,3,1
STU7137,1,1,18,2,2,1,2,3,2,3,0,2,0
STU7138,1,1,2,2,3,2,3,2,2,2,2,3,0
STU7139,1,1,14,3,3,3,3,3,3,4,4,3,1
STU7140,0,1,17,3,3,3,2,3,3,2,2,2,1
STU7263,0,1,25,3,3,3,3,3,3,3,3,2,1
STU7264,0,1,1,3,2,3,2,3,3,3,3,3,1
STU7265,0,1,2,3,2,2,2,2,2,3,3,4,1
STU7266,0,1,1,3,2,2,3,2,3,3,2,3,1
STU7267,0,1,1,3,2,2,3,3,3,2,3,3,1
STU7268,1,1,98,3,4,3,3,3,3,4,2,3,1
STU7269,0,1,18,3,2,3,3,3,3,3,3,3,1
STU7270,1,1,41,3,3,3,3,3,3,4,3,3,1
STU7271,1,1,98,3,4,3,3,3,3,3,3,3,1
STU7488,1,1,98,3,4,4,3,3,3,4,2,3,1
STU7489,0,1,16,2,1,0,2,0,0,2,2,2,0
STU7490,0,1,41,3,4,2,3,4,3,4,3,3,1
STU7491,1,1,1,2,2,0,2,2,3,3,3,3,0
STU7492,1,1,25,2,2,2,2,2,0,3,1,2,0
STU7493,1,1,5,3,3,3,3,3,4,3,3,3,1
STU7494,1,1,14,3,3,2,3,3,3,3,3,3,1
STU7495,1,1,2,3,3,4,2,3,2,2,2,3,0
STU7496,1,1,33,2,2,2,2,2,0,3,2,3,0
STU7497,1,1,2,2,3,3,2,0,2,0,1,3,0
STU7498,1,1,2,3,3,3,3,3,2,3,2,3,1
STU7500,1,1,5,2,2,2,2,2,2,2,2,2,0
STU7501,0,1,77,3,3,2,3,4,4,4,3,4,1
STU7502,1,1,17,4,4,4,4,4,4,4,4,4,1
STU7503,0,1,17,4,4,4,4,4,4,4,4,4,1
STU7504,0,1,2,2,1,0,2,2,2,2,2,4,0
STU7505,0,1,41,3,3,2,3,3,2,4,3,3,1
STU7506,0,1,17,3,3,3,3,3,4,3,4,4,1
STU7507,1,1,17,3,3,2,3,3,3,3,4,4,1
STU7508,1,1,2,2,3,4,2,2,0,2,2,3,0
STU7509,1,1,33,3,2,2,2,3,3,3,2,4,1
STU7510,0,1,19,3,2,2,3,3,3,3,3,3,1
STU7511,1,1,17,3,3,3,3,2,3,3,3,3,1
STU7512,0,1,41,3,5,3,3,4,3,3,4,4,1
STU7513,0,1,33,2,1,0,2,0,2,0,3,2,0
STU7514,1,1,1,2,2,0,2,0,2,2,2,0,0
STU7515,1,1,5,2,0,2,2,2,2,2,2,2,0
STU7516,0,1,17,4,4,4,3,4,4,4,4,4,1
STU7517,0,1,17,3,3,3,3,3,3,3,4,4,1
STU7518,1,1,98,4,4,4,4,4,4,4,4,4,1
STU7519,1,1,30,3,2,2,2,3,3,3,2,2,0
STU7520,1,1,41,3,2,2,3,2,3,4,2,3,1
STU7521,0,1,1,3,2,2,2,3,3,3,3,3,1
STU7522,0,1,97,3,4,3,3,2,2,3,2,3,1
STU7523,1,1,41,3,3,3,3,3,3,4,3,4,1
STU7524,1,1,86,3,2,2,3,2,3,3,2,3,1
STU7525,0,1,96,3,3,2,3,3,4,3,4,4,1
STU7526,0,1,17,3,3,2,3,3,4,4,4,4,1
STU7527,1,1,98,4,5,4,4,4,4,4,4,4,1
STU7528,0,1,17,3,2,1,0,2,2,3,3,3,0
STU7529,0,1,42,3,3,2,2,3,2,4,0,3,0
STU7530,0,1,1,3,2,2,2,3,3,3,3,3,1
STU7531,0,1,89,3,4,3,3,3,4,5,3,3,1
STU7532,0,1,97,3,3,3,3,3,3,3,3,3,1
STU7533,1,1,2,3,0,2,2,3,2,3,3,3,0
STU7534,1,1,41,3,3,3,3,3,3,4,3,3,1
STU7535,0,1,17,3,2,0,0,3,3,3,3,3,0
STU7536,0,1,97,3,4,3,3,3,2,5,3,3,1
STU7537,0,1,97,3,2,2,4,2,2,5,3,3,1
STU7538,1,1,85,3,3,2,3,3,3,3,2,3,1
STU7539,1,1,42,3,4,3,2,3,3,4,2,4,1
STU7541,0,1,17,3,3,2,2,2,3,2,3,3,1
STU7543,0,1,79,2,2,0,2,2,0,2,2,3,0
STU7451,1,1,89,4,4,3,3,3,4,4,3,4,1
STU7452,1,1,89,4,4,3,4,4,4,4,3,3,1
STU7453,0,1,16,3,3,3,3,2,2,3,3,3,1
STU7454,1,1,19,3,3,3,2,3,3,3,2,3,1
STU7455,1,1,5,4,3,3,3,3,4,4,5,4,1
STU7456,0,1,87,3,2,3,3,2,3,3,3,4,1
STU7457,1,1,15,3,2,3,2,3,3,3,3,4,1
STU7458,1,1,89,4,4,4,3,4,4,4,3,3,1
STU7459,1,1,89,4,4,3,3,4,4,5,3,3,1
STU7460,1,1,42,3,3,2,2,2,2,4,3,4,1
STU7461,1,1,1,1,0,1,3,2,1,0,0,1,0
STU7462,0,1,15,2,0,3,2,3,2,3,3,2,0
STU7463,1,1,41,3,3,2,3,3,2,4,3,3,1
STU7464,1,1,1,3,2,2,3,2,3,3,3,3,1
STU7465,0,1,96,2,2,1,2,2,2,4,2,2,0
STU7466,0,1,98,4,4,4,4,4,4,4,4,4,1
STU7467,1,1,17,2,2,2,2,2,2,2,3,3,0
STU7470,1,1,41,3,3,2,2,3,3,4,4,4,1
STU7471,0,1,45,3,4,3,3,3,2,4,3,3,1
STU7472,1,1,1,3,2,3,2,3,3,2,2,2,1
STU7473,0,1,1,2,1,0,2,2,0,2,2,3,0
STU7474,1,1,41,3,3,2,3,3,3,4,3,4,1
STU7475,0,1,30,3,3,3,3,3,3,4,3,4,1
STU7476,1,1,1,2,2,0,1,0,2,2,2,2,0
STU7477,0,1,89,3,3,3,3,3,3,4,3,4,1
STU7478,1,1,17,2,3,2,0,2,3,2,3,3,0
STU7479,1,1,33,3,2,2,2,2,2,4,3,4,1
STU7481,0,1,41,3,3,2,2,2,2,4,2,4,1
STU7482,1,1,98,3,4,2,3,3,3,4,2,3,1
STU7483,0,1,17,2,2,2,2,2,2,2,0,2,0
STU7484,1,1,19,2,2,0,1,2,2,3,2,2,0
STU7485,0,1,97,3,2,2,3,3,3,5,4,3,1
STU7293,1,1,17,2,2,0,0,2,2,2,2,3,0
STU7294,0,1,45,3,3,2,3,3,3,4,3,3,1
STU7295,0,1,3,3,2,3,2,3,3,3,3,4,1
STU7296,0,1,5,4,3,3,3,3,4,4,4,4,1
STU7297,1,1,17,3,2,2,2,2,3,3,3,3,1
STU7298,0,1,97,3,3,3,3,3,3,3,3,4,1
STU7299,1,1,98,3,4,3,3,3,3,4,3,3,1
STU7300,0,1,15,3,2,3,2,2,2,3,3,3,1
STU7301,1,1,2,2,2,3,0,2,2,2,0,2,0
STU7302,1,1,19,3,2,2,2,3,3,3,3,3,1
STU7303,0,1,18,2,0,2,0,2,0,2,2,2,0
STU7304,0,1,1,2,2,2,3,0,3,2,2,2,0
STU7305,1,1,5,4,3,3,3,4,4,4,4,4,1
STU7306,1,1,42,2,3,2,2,2,2,3,2,3,0
STU7307,0,1,45,3,3,2,2,2,3,5,3,3,1
STU7308,0,1,2,3,3,3,2,3,3,2,4,3,1
STU7309,1,1,17,3,2,2,2,2,3,2,3,3,1
STU7273,0,1,19,2,0,0,2,1,2,2,3,2,0
STU7274,1,1,42,3,3,2,2,2,2,4,2,3,0
STU7275,0,1,16,2,2,2,2,0,1,3,3,2,0
STU7276,0,1,30,3,0,2,2,2,3,3,3,3,0
STU7277,0,1,5,3,2,3,3,0,3,2,3,4,0
STU7278,0,1,5,3,2,3,3,2,3,2,2,3,1
STU7279,0,1,14,4,4,3,3,3,3,4,4,3,1
STU7280,0,1,5,3,2,3,3,2,3,3,3,4,1
STU7281,1,1,15,1,2,2,1,1,2,2,0,1,0
STU7282,0,1,1,3,2,2,3,3,3,2,3,3,1
STU7283,0,1,97,3,3,3,3,3,2,4,3,3,1
STU7284,0,1,17,2,2,0,2,2,3,2,2,2,0
STU7285,1,1,18,3,3,3,3,3,4,3,3,3,1
STU7286,0,1,97,3,2,2,3,3,2,4,3,3,1
STU7287,0,1,97,3,4,3,3,3,3,3,3,3,1
STU7288,0,1,44,3,4,2,3,3,3,4,3,4,1
STU7289,1,1,77,3,3,2,2,3,4,4,2,0,0
STU7290,1,1,17,3,2,2,2,2,3,3,3,3,1
STU7291,0,1,85,2,0,0,2,2,2,3,2,3,0
STU7412,0,1,33,4,2,3,3,3,3,4,4,5,1
STU7413,0,1,44,3,3,2,2,3,3,4,2,4,1
STU7414,0,1,2,3,3,3,2,4,3,3,3,3,1
STU7415,1,1,87,2,2,2,2,2,3,2,2,3,0
STU7416,0,1,33,2,2,2,2,2,3,2,3,3,0
STU7417,0,1,17,3,3,2,2,2,3,2,3,3,1
STU7418,0,1,98,3,4,3,3,3,3,3,3,2,1
STU7419,1,1,1,3,2,3,2,3,3,3,3,3,1
STU7420,0,1,96,3,2,2,2,2,2,4,2,3,1
STU7421,1,1,41,3,3,2,3,2,2,4,2,3,1
STU7422,1,1,87,3,3,3,3,3,4,4,3,4,1
STU7423,0,1,41,3,3,3,3,2,2,3,3,4,1
STU7424,0,1,19,2,0,0,2,2,2,2,2,1,0
STU7425,1,1,77,3,3,2,2,2,3,4,2,4,0
STU7426,0,1,33,3,2,0,0,2,2,3,3,4,0
STU7427,0,1,42,3,3,3,3,3,3,4,3,4,1
STU7428,0,1,87,3,2,3,3,2,3,3,3,3,1
STU7429,1,1,18,2,2,2,2,2,3,2,2,3,0
STU7430,1,1,17,1,2,0,1,2,0,1,0,0,0
STU7431,1,1,1,2,2,2,2,2,2,2,2,2,0
STU7432,1,1,97,3,4,3,3,2,3,4,3,3,1
STU7433,0,1,45,3,3,2,2,3,3,2,3,3,1
STU7434,0,1,45,3,3,2,3,2,3,4,2,3,1
STU7435,1,1,44,3,3,3,2,3,2,4,0,2,0
STU7436,0,1,2,2,2,2,2,2,2,3,2,3,0
STU7437,1,1,1,3,3,3,3,3,4,2,3,3,1
STU7438,0,1,4,3,2,2,2,2,3,3,3,3,1
STU7439,1,1,42,3,3,3,3,3,2,3,3,4,1
STU7440,1,1,1,1,0,2,2,0,2,1,1,2,0
STU7441,0,1,87,2,2,2,2,2,2,2,2,2,0
STU7442,0,1,14,3,3,3,3,3,3,4,4,3,1
STU7443,1,1,15,4,3,3,3,4,4,4,3,4,1
STU7444,1,1,98,3,4,3,3,3,3,3,3,3,1
STU7445,0,1,85,2,2,2,2,2,2,2,2,2,0
STU7446,1,1,41,2,3,2,2,2,2,2,2,2,0
STU7447,0,1,44,3,4,3,3,4,3,4,3,4,1
STU7448,1,1,42,3,4,3,3,3,3,3,2,4,1
STU7449,1,1,2,3,2,3,2,2,3,3,2,3,1
STU7311,0,1,17,3,0,0,3,3,3,2,2,3,0
STU7313,0,1,98,3,4,2,2,2,2,4,3,3,1
STU7314,1,1,98,3,3,2,3,3,3,4,3,3,1
STU7315,1,1,2,2,2,2,2,0,3,2,2,0,0
STU7316,1,1,87,3,2,2,3,2,2,3,3,4,1
STU7317,0,1,42,3,3,2,3,3,2,4,2,3,1
STU7318,0,1,29,3,2,3,2,3,3,3,3,4,1
STU7319,0,1,2,3,3,3,2,3,3,3,3,3,1
STU7320,0,1,17,4,4,4,4,4,4,4,4,4,1
STU7321,1,1,17,3,3,2,2,3,3,3,3,3,1
STU7322,0,1,19,3,3,3,3,4,3,3,3,3,1
STU7323,0,1,44,2,2,2,2,3,2,3,2,3,0
STU7325,1,1,85,3,2,2,2,2,3,3,2,3,0
STU7326,0,1,25,3,3,3,3,3,3,4,3,3,1
STU7327,1,1,2,2,3,3,2,2,2,2,2,2,0
STU7328,0,1,1,3,3,3,3,3,3,3,3,3,1
STU7329,1,1,42,2,3,2,2,2,2,2,1,3,0
STU7330,0,1,41,3,3,2,3,4,3,4,3,4,1
STU7331,1,1,14,3,4,3,2,3,3,3,3,2,1
STU7332,0,1,5,3,2,3,3,3,4,3,4,4,1
STU7333,0,1,41,4,3,3,4,4,3,4,4,4,1
STU7334,1,1,97,2,4,2,2,2,2,2,0,2,0
STU7335,0,1,98,3,4,3,3,2,2,2,2,2,1
STU7336,1,1,14,4,3,3,3,4,3,4,4,3,1
STU7337,1,1,25,3,4,3,3,3,2,4,3,3,1
STU7338,1,1,15,3,3,3,3,3,3,3,3,3,1
STU7339,1,1,42,2,3,2,2,2,3,4,0,2,0
STU7340,1,1,29,2,0,3,2,2,3,3,2,3,0
STU7341,0,1,3,3,2,3,3,3,3,3,3,3,1
STU7342,0,1,18,3,2,3,3,3,3,3,3,4,1
STU7343,0,1,16,3,3,3,2,2,2,3,3,3,1
STU7344,0,1,17,2,2,0,2,2,3,2,3,3,0
STU7345,1,1,17,4,3,3,3,3,4,4,4,4,1
STU7346,1,1,17,3,3,3,3,3,3,3,4,3,1
STU7347,0,1,1,3,2,3,3,3,3,3,3,3,1
STU7348,1,1,19,3,2,2,2,3,3,3,2,3,1
STU7349,0,1,3,3,2,2,2,3,2,3,3,3,1
STU7350,0,1,96,3,3,3,3,3,3,5,4,3,1
STU7351,1,1,42,3,2,2,2,3,3,4,2,3,1
STU7352,1,1,17,4,5,5,4,5,4,4,3,4,1
STU7353,0,1,45,2,3,2,2,2,3,2,2,2,0
STU7354,0,1,45,3,3,2,3,3,3,4,3,3,1
STU7355,0,1,1,3,2,2,2,2,3,2,3,3,1
STU7356,0,1,41,3,3,2,3,3,3,4,3,4,1
STU7357,0,1,17,3,2,2,2,3,3,4,4,3,1
STU7358,1,1,25,3,3,2,2,2,2,4,2,3,0
STU7359,0,1,15,2,2,3,2,2,2,2,3,2,0
STU7360,0,1,19,3,2,3,3,3,3,3,3,3,1
STU7361,0,1,5,2,0,2,2,0,0,2,3,3,0
STU7362,1,1,5,3,1,2,2,3,3,2,4,2,0
STU7364,1,1,41,3,4,2,3,3,3,4,2,4,1
STU7365,1,1,5,3,3,3,2,2,3,3,3,3,1
STU7367,0,1,17,4,3,3,3,3,4,4,4,4,1
STU7368,0,1,1,3,2,3,3,2,3,2,2,3,1
STU7369,0,1,41,3,3,2,3,3,3,4,4,4,1
STU7370,0,1,5,3,3,2,0,3,3,3,4,4,0
STU7371,1,1,5,4,3,4,3,3,4,3,4,4,1
STU7372,0,1,17,3,3,3,2,3,4,4,4,4,1
STU7373,0,1,17,3,2,2,2,2,3,3,4,3,1
STU7374,1,1,41,3,3,2,3,3,3,4,3,3,1
STU7375,0,1,41,3,4,2,3,3,3,4,3,3,1
STU7376,0,1,42,4,4,3,3,3,4,4,3,4,1
STU7377,1,1,14,4,4,3,3,4,3,5,4,3,1
STU7378,0,1,29,3,2,2,2,3,3,3,3,3,1
STU7379,1,1,98,3,4,3,3,3,3,3,3,3,1
STU7380,1,1,41,3,3,2,3,3,3,2,4,4,1
STU7381,1,1,96,3,4,3,2,3,3,3,2,3,1
STU7382,1,1,17,3,2,2,2,2,3,3,3,3,1
STU7383,0,1,18,3,2,2,2,2,3,3,3,3,1
STU7384,1,1,98,4,4,3,4,4,4,3,3,4,1
STU7385,1,1,98,3,4,3,3,3,3,2,0,2,0
STU7386,1,1,5,3,2,2,2,3,4,3,3,4,1
STU7387,1,1,41,4,4,4,4,4,4,5,4,3,0
STU7388,1,1,42,3,3,2,2,4,4,4,3,4,1
STU7389,1,1,17,3,3,2,3,2,2,2,3,4,1
STU7390,1,1,89,3,3,2,2,2,3,5,2,2,0
STU7391,0,1,89,3,3,2,2,2,3,5,0,3,1
STU7392,1,1,1,2,2,2,3,2,3,3,3,3,0
STU7393,1,1,45,3,3,2,2,3,2,4,2,3,1
STU7394,1,1,1,3,3,3,3,2,3,3,2,3,1
STU7395,0,1,1,3,3,3,3,3,3,3,3,4,1
STU7396,0,1,97,4,3,3,3,3,3,5,4,3,1
STU7397,0,1,14,3,3,3,3,3,3,4,3,3,1
STU7398,0,1,41,3,4,3,2,3,3,4,4,4,1
STU7399,1,1,17,2,2,3,2,2,2,3,3,2,0
STU7400,0,1,41,3,3,2,3,3,3,4,2,3,1
STU7401,0,1,89,4,4,3,4,4,4,5,4,4,1
STU7402,0,1,42,3,3,2,2,3,3,4,2,4,1
STU7403,0,1,96,3,3,2,2,3,3,2,3,3,1
STU7404,1,1,87,3,2,2,2,2,2,3,2,3,1
STU7405,0,1,33,2,0,2,2,2,2,2,2,3,0
STU7406,1,1,5,2,2,2,2,0,3,2,2,0,0
STU7407,1,1,77,2,3,0,1,3,4,5,0,0,0
STU7247,0,1,17,4,4,4,4,4,5,5,4,4,1
STU7248,1,1,33,2,0,2,2,2,2,2,2,3,0
STU7249,0,1,19,3,3,2,2,3,3,3,3,3,1
STU7250,0,1,97,3,3,3,3,3,3,4,3,3,1
STU7251,1,1,44,3,3,2,2,3,2,3,2,3,0
STU7252,1,1,5,3,3,4,3,4,3,4,3,3,1
STU7253,1,1,14,4,3,3,3,4,3,4,4,3,1
STU7254,1,1,5,2,2,2,1,2,2,0,2,2,0
STU7255,0,1,77,3,4,3,2,3,3,4,3,4,1
STU7256,0,1,97,3,3,2,3,3,3,3,4,3,1
STU7257,0,1,17,2,3,2,2,0,3,2,3,3,0
STU7258,1,1,17,3,4,3,3,3,3,3,3,3,1
STU7259,0,1,25,3,2,2,2,4,3,5,3,4,1
STU7260,0,1,14,3,3,3,3,3,3,3,3,3,1
STU7261,1,1,41,3,3,2,3,3,2,3,2,3,1
STU7238,0,1,1,2,2,2,2,2,3,2,2,2,0
STU7239,1,1,11,2,2,2,0,3,3,2,2,2,0
STU7240,0,1,1,2,1,0,2,2,2,2,3,2,0
STU7241,0,1,77,3,4,2,2,3,2,4,3,4,1
STU7242,0,1,89,4,4,3,3,5,5,5,4,4,1
STU7243,0,1,97,3,4,3,3,3,3,4,4,4,1
STU7244,1,1,19,3,2,3,3,3,3,3,3,2,1
STU7245,1,1,89,4,3,3,4,4,4,4,3,3,1
STU6823,1,1,15,3,2,3,2,2,2,3,3,3,1
STU6824,1,1,2,3,3,3,2,2,2,3,3,2,0
STU6825,0,1,14,2,0,2,2,2,2,3,2,3,0
STU6826,0,1,97,3,2,2,3,2,0,5,2,2,0
STU7072,1,1,14,3,3,3,2,3,2,3,3,3,1
STU7074,0,1,1,2,0,0,2,2,2,2,2,2,0
STU7075,1,1,33,2,0,2,2,2,3,3,2,3,0
STU7076,0,1,15,2,2,3,2,2,2,2,2,2,0
STU7077,0,1,19,3,2,3,3,3,4,4,4,4,1
STU7078,0,1,41,3,3,2,3,3,3,4,3,4,1
STU7199,1,1,2,2,2,2,2,2,0,0,2,2,0
STU7200,0,1,97,3,4,3,3,3,3,4,4,3,1
STU7201,0,1,42,3,4,3,2,3,3,3,3,4,1
STU7202,1,1,14,2,2,2,0,2,0,0,2,3,0
STU7203,1,1,5,3,2,3,4,3,4,4,4,4,1
STU7204,0,1,2,3,2,3,2,3,3,3,3,3,1
STU7205,0,1,45,3,3,3,4,4,4,4,3,3,1
STU7206,1,1,17,2,2,0,0,3,2,2,2,3,0
STU7207,0,1,17,2,2,0,2,2,2,2,3,3,0
STU7208,0,1,97,4,5,4,4,4,4,5,4,4,1
STU7209,1,1,5,2,2,2,2,3,0,0,0,2,0
STU7210,0,1,29,3,2,2,2,3,3,3,2,3,1
STU7211,0,1,25,3,2,3,2,3,2,4,2,3,1
STU7212,1,1,3,3,0,2,2,2,3,2,0,3,0
STU7213,1,1,41,4,4,3,4,4,3,4,3,4,1
STU7214,0,1,85,3,2,2,2,2,3,3,3,4,0
STU7215,1,1,5,4,3,4,4,4,4,4,4,4,1
STU7216,0,1,1,3,2,2,3,3,3,3,3,3,1
STU7217,0,1,97,3,3,3,2,3,2,4,2,3,1
STU7218,0,1,29,3,2,3,3,3,3,3,2,3,1
STU7219,0,1,14,4,3,3,3,4,3,4,4,3,1
STU7220,1,1,5,1,2,1,0,2,0,0,2,2,0
STU7220,1,1,5,1,2,1,0,2,0,0,2,2,0
STU7221,1,1,45,2,3,1,2,1,0,3,1,0,0
STU7222,1,1,1,3,2,2,2,3,4,3,2,3,1
STU7223,0,1,77,3,3,3,2,3,5,4,4,4,1
STU7224,0,1,4,3,2,2,3,2,3,3,3,2,1
STU7225,0,1,1,3,2,3,2,3,2,2,3,3,1
STU7226,1,1,17,3,3,3,3,2,3,2,3,3,1
STU7227,1,1,86,3,0,2,3,2,3,2,2,3,0
STU7228,0,1,86,3,2,2,3,2,3,3,3,4,1
STU7229,1,1,18,3,3,3,3,3,3,3,3,3,1
STU7231,1,1,17,3,3,2,2,3,3,3,4,4,1
STU7232,1,1,2,2,2,3,3,2,2,2,2,2,0
STU7233,1,1,2,3,3,3,2,3,2,3,3,3,1
STU7234,0,1,45,3,4,2,3,3,3,4,3,3,1
STU7235,1,1,44,3,3,3,2,3,2,4,2,3,0
STU7142,0,1,15,3,3,3,3,3,3,3,3,3,1
STU7143,0,1,33,3,2,3,2,3,3,3,3,3,1
STU7144,1,1,2,3,4,3,3,2,3,3,2,3,1
STU7145,1,1,5,1,0,0,2,2,2,0,0,0,0
STU7146,1,1,5,2,2,0,2,2,2,2,2,2,0
STU7147,0,1,5,3,2,2,2,2,3,3,3,3,1
STU7148,1,1,98,3,4,3,3,3,3,3,3,3,1
STU7149,1,1,78,3,4,3,3,3,3,5,3,4,1
STU7150,1,1,77,3,3,2,2,3,3,4,3,4,1
STU7151,0,1,3,3,2,3,3,3,3,3,3,4,1
STU7152,0,1,1,3,2,3,3,3,3,3,3,3,1
STU7153,1,1,86,3,2,2,3,2,3,2,2,3,0
STU7154,0,1,97,3,3,3,3,3,3,3,3,3,1
STU7155,0,1,86,3,2,3,4,3,3,4,3,4,1
STU7156,1,1,2,3,2,2,2,3,2,3,3,3,1
STU7157,1,1,1,3,2,3,2,3,2,2,3,2,1
STU7114,1,1,9,2,2,2,2,3,0,3,2,2,0
STU7115,1,1,17,2,2,2,0,0,2,0,2,2,0
STU7116,0,1,17,3,2,2,3,3,3,3,3,3,1
STU7117,0,1,42,3,3,3,2,3,2,4,2,3,1
STU7118,0,1,15,3,2,3,2,3,3,3,2,2,0
STU7118,0,1,15,3,2,3,2,3,3,3,2,2,0
STU7119,0,1,3,3,2,2,2,3,2,3,3,3,1
STU7120,0,1,15,3,3,3,4,3,3,4,4,3,1
STU7121,0,1,44,3,3,3,3,3,3,4,3,4,1
STU7122,0,1,5,3,3,4,2,3,3,3,3,4,1
STU7123,1,1,5,2,2,2,2,2,0,2,2,0,0
STU7124,0,1,42,3,2,2,2,2,3,4,2,4,0
STU7125,1,1,41,2,3,2,1,2,2,3,0,2,0
STU7126,0,1,16,2,2,2,2,0,1,2,3,3,0
STU7127,1,1,85,2,2,2,2,2,3,3,2,2,0
STU7128,0,1,1,2,2,2,2,2,2,2,2,2,0
STU7129,0,1,97,3,2,2,3,2,2,3,2,3,1
STU7130,1,1,14,3,3,3,3,3,3,3,3,3,1
